TRADEDATE ,CLOSE ,VOLUME
2011-07-18,221.0 ,100
2011-07-19,216.0 ,2030
2011-07-20,156.66,4
2011-07-21,      ,0
2011-07-22,221.33,230
2011-07-25,219.99,2670
2011-07-26,155.0 ,15
2011-07-27,216.5 ,610
2011-07-28,218.99,30
2011-07-29,215.0 ,200
2011-08-01,      ,0
2011-08-02,      ,0
2011-08-03,216.0 ,430
2011-08-04,208.01,1400
2011-08-05,209.9 ,1720
2011-08-08,      ,0
2011-08-09,185.01,350
2011-08-10,195.52,210
2011-08-11,194.75,2960
2011-08-12,180.02,1070
2011-08-15,189.52,430
2011-08-16,181.06,10
2011-08-17,185.0 ,60
2011-08-18,189.99,30
2011-08-19,176.0 ,100
2011-08-22,176.0 ,1
2011-08-23,170.0 ,2000
2011-08-24,      ,0
2011-08-25,170.01,460
2011-08-26,179.86,10
2011-08-29,179.0 ,180
2011-08-30,176.95,2250
2011-08-31,176.0 ,10490
2011-09-01,      ,0
2011-09-02,176.96,600
2011-09-05,      ,0
2011-09-06,      ,0
2011-09-07,173.7 ,1740
2011-09-08,175.0 ,650
2011-09-09,      ,0
2011-09-12,166.0 ,80
2011-09-13,170.0 ,9880
2011-09-14,175.0 ,20
2011-09-15,167.13,20
2011-09-16,174.0 ,40
2011-09-19,170.05,2600
2011-09-20,      ,0
2011-09-21,176.0 ,2200
2011-09-22,171.0 ,15180
2011-09-23,165.0 ,10060
2011-09-26,166.0 ,1380
2011-09-27,166.35,310
2011-09-28,162.0 ,5340
2011-09-29,176.99,130
2011-09-30,      ,0
2011-10-03,159.59,60
2011-10-04,      ,0
2011-10-05,155.0 ,580
2011-10-06,158.99,40
2011-10-07,156.01,50
2011-10-10,158.5 ,740
2011-10-11,160.0 ,430
2011-10-12,158.0 ,6
2011-10-13,      ,0
2011-10-14,159.0 ,8440
2011-10-17,163.0 ,3030
2011-10-18,160.0 ,80
2011-10-19,160.51,20
2011-10-20,164.99,90
2011-10-21,      ,0
2011-10-24,162.12,350
2011-10-25,160.61,120
2011-10-26,163.0 ,380
2011-10-27,167.64,3010
2011-10-28,170.31,130
2011-10-31,168.0 ,10
2011-11-01,165.5 ,210
2011-11-02,164.8 ,160
2011-11-03,161.82,610
2011-11-07,165.08,780
2011-11-08,162.49,4780
2011-11-09,160.6 ,670
2011-11-10,161.9 ,30
2011-11-11,161.05,2320
2011-11-14,161.89,50
2011-11-15,160.0 ,290
2011-11-16,160.0 ,60
2011-11-17,159.47,120
2011-11-18,157.33,7190
2011-11-21,154.92,120
2011-11-22,      ,0
2011-11-23,159.66,630
2011-11-24,159.19,2330
2011-11-25,153.7 ,20000
2011-11-28,159.24,1110
2011-11-29,156.69,650
2011-11-30,156.36,2960
2011-12-01,157.5 ,2930
2011-12-02,157.0 ,5260
2011-12-05,160.4 ,10
2011-12-06,157.0 ,50
2011-12-07,157.0 ,90
2011-12-08,      ,0
2011-12-09,156.03,26930
2011-12-12,154.65,2970
2011-12-13,154.3 ,5630
2011-12-14,159.27,10
2011-12-15,      ,0
2011-12-16,      ,0
2011-12-19,      ,0
2011-12-20,      ,0
2011-12-21,153.8 ,20
2011-12-22,152.68,1430
2011-12-23,154.0 ,2210
2011-12-26,152.68,800
2011-12-27,155.41,90
2011-12-28,151.13,10270
2011-12-29,      ,0
2011-12-30,      ,0
2012-01-03,      ,0
2012-01-04,      ,0
2012-01-05,154.99,40
2012-01-06,155.0 ,120
2012-01-09,      ,0
2012-01-10,154.98,10
2012-01-11,      ,0
2012-01-12,154.0 ,1580
2012-01-13,149.78,120
2012-01-16,140.0 ,590
2012-01-17,150.0 ,430
2012-01-18,159.94,10880
2012-01-19,156.51,23520
2012-01-20,150.01,60
2012-01-23,153.51,1350
2012-01-24,150.45,160
2012-01-25,153.48,10
2012-01-26,154.0 ,1700
2012-01-27,155.44,4880
2012-01-30,155.44,900
2012-01-31,      ,0
2012-02-01,158.0 ,40320
2012-02-02,158.0 ,3200
2012-02-03,155.01,70
2012-02-06,155.0 ,1610
2012-02-07,155.04,190
2012-02-08,160.0 ,8230
2012-02-09,160.0 ,1470
2012-02-10,160.0 ,650
2012-02-13,158.99,20
2012-02-14,160.01,2270
2012-02-15,161.0 ,9020
2012-02-16,176.97,33220
2012-02-17,178.95,26240
2012-02-20,177.49,10
2012-02-21,181.0 ,160
2012-02-22,181.0 ,220
2012-02-24,173.4 ,1000
2012-02-27,170.02,20
2012-02-28,178.0 ,31890
2012-02-29,175.94,101940
2012-03-01,178.99,3610
2012-03-02,177.0 ,4270
2012-03-05,174.1 ,90
2012-03-06,170.5 ,1900
2012-03-07,      ,0
2012-03-11,171.0 ,390
2012-03-12,175.0 ,10
2012-03-13,173.99,120
2012-03-14,175.33,120
2012-03-15,170.05,90
2012-03-16,      ,0
2012-03-19,      ,0
2012-03-20,170.0 ,1340
2012-03-21,170.05,10
2012-03-22,169.12,110
2012-03-23,      ,0
2012-03-26,169.97,50
2012-03-27,174.99,10
2012-03-28,177.0 ,890
2012-03-29,166.1 ,4910
2012-03-30,166.0 ,20
2012-04-02,163.01,630
2012-04-03,170.0 ,1050
2012-04-04,177.0 ,1230
2012-04-05,173.0 ,1920
2012-04-06,172.99,4740
2012-04-09,169.0 ,3480
2012-04-10,169.0 ,10
2012-04-11,      ,0
2012-04-12,165.5 ,500
2012-04-13,161.66,10
2012-04-16,      ,0
2012-04-17,      ,0
2012-04-18,      ,0
2012-04-19,170.98,30
2012-04-20,172.0 ,7070
2012-04-23,175.0 ,80
2012-04-24,160.0 ,1530
2012-04-25,166.15,340
2012-04-26,163.0 ,10
2012-04-27,155.0 ,11
2012-04-28,169.0 ,100
2012-05-02,169.0 ,490
2012-05-03,      ,0
2012-05-04,160.0 ,990
2012-05-05,155.88,10
2012-05-07,160.0 ,980
2012-05-08,      ,0
2012-05-10,      ,0
2012-05-11,      ,0
2012-05-12,      ,0
2012-05-14,      ,0
2012-05-15,147.51,12050
2012-05-16,167.32,10050
2012-05-17,149.14,3850
2012-05-18,154.97,40
2012-05-21,      ,0
2012-05-22,      ,0
2012-05-23,      ,0
2012-05-24,137.0 ,3090
2012-05-25,146.0 ,2940
2012-05-28,132.0 ,310
2012-05-29,144.99,1860
2012-05-30,      ,0
2012-05-31,168.62,1510
2012-06-01,145.45,20
2012-06-04,150.0 ,29390
2012-06-05,147.0 ,6980
2012-06-06,      ,0
2012-06-07,147.0 ,200
2012-06-08,147.0 ,10
2012-06-09,      ,0
2012-06-13,135.04,1
2012-06-14,      ,0
2012-06-15,      ,0
2012-06-18,137.22,20
2012-06-19,147.0 ,320
2012-06-20,146.0 ,50
2012-06-21,159.99,50
2012-06-22,      ,0
2012-06-25,      ,0
2012-06-26,      ,0
2012-06-27,157.0 ,10
2012-06-28,147.0 ,680
2012-06-29,145.0 ,300
2012-07-02,      ,0
2012-07-03,145.01,9710
2012-07-04,      ,0
2012-07-05,      ,0
2012-07-06,140.0 ,200
2012-07-09,      ,0
2012-07-10,      ,0
2012-07-11,      ,0
2012-07-12,      ,0
2012-07-13,140.05,20
2012-07-16,      ,0
2012-07-17,144.99,10
2012-07-18,140.0 ,400
2012-07-19,      ,0
2012-07-20,145.0 ,120
2012-07-23,156.0 ,190
2012-07-24,140.15,80
2012-07-25,      ,0
2012-07-26,142.97,10
2012-07-27,      ,0
2012-07-30,142.76,30
2012-07-31,150.0 ,2880
2012-08-01,150.0 ,80
2012-08-02,144.0 ,340
2012-08-03,135.01,1190
2012-08-06,130.03,420
2012-08-07,130.0 ,700
2012-08-08,135.0 ,600
2012-08-09,141.0 ,20
2012-08-10,      ,0
2012-08-13,      ,0
2012-08-14,135.0 ,60
2012-08-15,148.98,310
2012-08-16,      ,0
2012-08-17,137.5 ,520
2012-08-20,135.51,340
2012-08-21,141.32,10
2012-08-22,140.55,90
2012-08-23,141.36,10
2012-08-24,      ,10
2012-08-27,139.85,420
2012-08-28,      ,0
2012-08-29,      ,0
2012-08-30,      ,0
2012-08-31,153.25,480
2012-09-03,143.91,350
2012-09-04,130.0 ,300
2012-09-05,      ,0
2012-09-06,130.0 ,300
2012-09-07,147.28,10
2012-09-10,137.3 ,1210
2012-09-11,      ,0
2012-09-12,      ,0
2012-09-13,129.25,730
2012-09-14,142.65,520
2012-09-17,127.0 ,5960
2012-09-18,127.82,2490
2012-09-19,124.1 ,2740
2012-09-20,125.0 ,1750
2012-09-21,122.8 ,1550
2012-09-24,122.8 ,80
2012-09-25,124.97,80
2012-09-26,122.02,80
2012-09-27,      ,0
2012-09-28,135.0 ,6000
2012-10-01,127.0 ,20
2012-10-02,127.0 ,40
2012-10-03,      ,0
2012-10-04,127.5 ,4030
2012-10-05,122.41,10
2012-10-08,      ,0
2012-10-09,123.15,60
2012-10-10,123.01,40
2012-10-11,124.4 ,190
2012-10-12,120.0 ,2060
2012-10-15,      ,0
2012-10-16,      ,0
2012-10-17,124.96,1
2012-10-18,118.5 ,50
2012-10-19,118.5 ,10
2012-10-22,124.04,40
2012-10-23,118.54,270
2012-10-24,      ,0
2012-10-25,123.0 ,20
2012-10-26,123.0 ,20
2012-10-29,114.13,860
2012-10-30,110.04,3230
2012-10-31,107.0 ,6
2012-11-01,      ,0
2012-11-02,116.99,40
2012-11-06,109.76,530
2012-11-07,110.1 ,220
2012-11-08,120.0 ,140
2012-11-09,110.0 ,3110
2012-11-12,      ,0
2012-11-13,109.99,10640
2012-11-14,      ,0
2012-11-15,108.32,5090
2012-11-16,110.2 ,30
2012-11-19,      ,0
2012-11-20,116.51,70
2012-11-21,      ,0
2012-11-22,119.44,1240
2012-11-23,      ,0
2012-11-26,119.44,10
2012-11-27,110.05,460
2012-11-28,109.39,330
2012-11-29,115.0 ,74610
2012-11-30,114.94,860
2012-12-03,115.2 ,120
2012-12-04,111.0 ,310
2012-12-05,      ,0
2012-12-06,117.92,30
2012-12-07,114.99,35150
2012-12-10,115.66,49090
2012-12-11,112.95,460
2012-12-12,113.03,640
2012-12-13,109.62,2430
2012-12-14,      ,0
2012-12-17,105.39,10
2012-12-18,112.01,10
2012-12-19,108.0 ,3240
2012-12-20,110.0 ,540
2012-12-21,      ,0
2012-12-24,110.01,3080
2012-12-25,108.01,8260
2012-12-26,      ,0
2012-12-27,      ,0
2012-12-28,114.97,290
2013-01-08,113.0 ,230
2013-01-09,113.96,60
2013-01-10,      ,0
2013-01-11,112.02,10
2013-01-14,112.03,340
2013-01-15,107.0 ,1940
2013-01-16,110.0 ,1990
2013-01-17,110.01,100
2013-01-18,110.1 ,60
2013-01-21,109.97,1550
2013-01-22,105.0 ,1340
2013-01-23,108.73,360
2013-01-24,      ,0
2013-01-25,109.57,20
2013-01-28,109.13,230
2013-01-29,      ,0
2013-01-30,102.98,7590
2013-01-31,108.0 ,590
2013-02-01,106.78,340
2013-02-04,104.0 ,3020
2013-02-05,      ,0
2013-02-06,100.32,990
2013-02-07,102.0 ,2810
2013-02-08,102.88,140
2013-02-11,110.95,2000
2013-02-12,108.01,30
2013-02-13,110.0 ,120
2013-02-14,108.25,270
2013-02-15,      ,0
2013-02-18,111.22,10
2013-02-19,109.0 ,620
2013-02-20,107.0 ,2000
2013-02-21,105.5 ,1530
2013-02-22,      ,0
2013-02-25,      ,0
2013-02-26,      ,0
2013-02-27,      ,0
2013-02-28,107.4 ,180
2013-03-01,106.82,110
2013-03-04,105.0 ,9620
2013-03-05,106.3 ,520
2013-03-06,104.0 ,450
2013-03-07,102.42,500
2013-03-11,104.03,1050
2013-03-12,101.99,1070
2013-03-13,101.69,17540
2013-03-14,98.49 ,4690
2013-03-15,92.19 ,1490
2013-03-18,95.0  ,230
2013-03-19,93.32 ,130
2013-03-20,90.5  ,590
2013-03-21,      ,0
2013-03-22,90.0  ,200
2013-03-25,90.95 ,340
2013-03-26,83.01 ,2490
2013-03-27,85.0  ,220
2013-03-28,83.0  ,4820
2013-03-29,84.5  ,70
2013-04-01,87.5  ,720
2013-04-02,83.0  ,310
2013-04-03,83.5  ,40330
2013-04-04,81.0  ,2090
2013-04-05,77.0  ,1390
2013-04-08,76.01 ,100
2013-04-09,76.99 ,2140
2013-04-10,      ,0
2013-04-11,      ,0
2013-04-12,78.0  ,60
2013-04-15,67.0  ,110
2013-04-16,74.0  ,20
2013-04-17,78.34 ,1110
2013-04-18,84.99 ,2230
2013-04-19,77.82 ,170
2013-04-22,87.91 ,20
2013-04-23,88.0  ,750
2013-04-24,80.0  ,2380
2013-04-25,79.0  ,1370
2013-04-26,78.2  ,570
2013-04-29,80.0  ,10
2013-04-30,      ,0
2013-05-02,      ,0
2013-05-03,      ,0
2013-05-06,      ,0
2013-05-07,84.98 ,1470
2013-05-08,85.0  ,6390
2013-05-10,      ,0
2013-05-13,85.0  ,1120
2013-05-14,75.0  ,2240
2013-05-15,      ,0
2013-05-16,      ,0
2013-05-17,      ,0
2013-05-20,      ,0
2013-05-21,80.0  ,70
2013-05-22,80.0  ,1540
2013-05-23,78.36 ,50
2013-05-24,77.05 ,50
2013-05-27,      ,0
2013-05-28,79.45 ,10
2013-05-29,      ,0
2013-05-30,76.0  ,1110
2013-05-31,71.0  ,3350
2013-06-03,      ,0
2013-06-04,73.01 ,10
2013-06-05,73.0  ,10
2013-06-06,73.0  ,30
2013-06-07,77.25 ,240
2013-06-10,      ,0
2013-06-11,73.0  ,10
2013-06-13,72.01 ,50
2013-06-14,73.0  ,10
2013-06-17,75.49 ,530
2013-06-18,77.02 ,280
2013-06-19,77.0  ,410
2013-06-20,80.0  ,3840
2013-06-21,76.99 ,3340
2013-06-24,73.0  ,110
2013-06-25,      ,0
2013-06-26,      ,0
2013-06-27,72.0  ,6250
2013-06-28,73.0  ,10
2013-07-01,      ,0
2013-07-02,79.0  ,130
2013-07-03,72.41 ,10
2013-07-04,75.0  ,10
2013-07-05,73.23 ,10
2013-07-08,      ,0
2013-07-09,      ,0
2013-07-10,72.02 ,2740
2013-07-11,      ,0
2013-07-12,73.0  ,4930
2013-07-15,73.35 ,470
2013-07-16,72.81 ,40
2013-07-17,      ,10
2013-07-18,72.9  ,1820
2013-07-19,      ,0
2013-07-22,74.0  ,2080
2013-07-23,72.0  ,270
2013-07-24,73.0  ,20
2013-07-25,77.35 ,40
2013-07-26,73.0  ,10
2013-07-29,      ,0
2013-07-30,      ,0
2013-07-31,67.0  ,1
2013-08-01,71.0  ,20
2013-08-02,64.0  ,1
2013-08-05,      ,0
2013-08-06,70.2  ,21090
2013-08-07,71.3  ,16400
2013-08-08,71.35 ,9550
2013-08-09,70.0  ,5980
2013-08-12,71.4  ,5320
2013-08-13,71.79 ,46870
2013-08-14,69.92 ,14180
2013-08-15,71.0  ,7510
2013-08-16,70.0  ,8720
2013-08-19,69.5  ,12880
2013-08-20,68.74 ,23550
2013-08-21,67.5  ,9230
2013-08-22,66.59 ,8880
2013-08-23,66.31 ,39170
2013-08-26,67.5  ,92920
2013-08-27,69.0  ,27950
2013-08-28,68.6  ,8790
2013-08-29,70.3  ,14800
2013-08-30,68.76 ,19300
2013-09-02,70.0  ,7000
2013-09-03,71.2  ,18000
2013-09-04,70.9  ,13610
2013-09-05,71.0  ,6000
2013-09-06,71.0  ,10110
2013-09-09,70.9  ,13820
2013-09-10,68.21 ,6650
2013-09-11,67.0  ,10110
2013-09-12,68.0  ,10410
2013-09-13,66.0  ,15740
2013-09-16,67.45 ,6050
2013-09-17,67.3  ,68540
2013-09-18,66.99 ,6170
2013-09-19,68.0  ,25240
2013-09-20,66.51 ,94150
2013-09-23,52.14 ,8920
2013-09-24,63.0  ,27390
2013-09-25,62.4  ,8050
2013-09-26,62.5  ,54390
2013-09-27,64.1  ,46060
2013-09-30,62.14 ,6490
2013-10-01,63.75 ,60410
2013-10-02,63.01 ,6130
2013-10-03,63.96 ,46090
2013-10-04,63.01 ,42890
2013-10-07,63.49 ,22010
2013-10-08,62.99 ,34890
2013-10-09,59.9  ,15130
2013-10-10,61.45 ,38620
2013-10-11,60.75 ,49170
2013-10-14,59.44 ,5200
2013-10-15,58.97 ,55960
2013-10-16,59.99 ,60810
2013-10-17,59.99 ,23330
2013-10-18,59.0  ,46900
2013-10-21,59.9  ,50440
2013-10-22,58.6  ,44980
2013-10-23,59.86 ,30800
2013-10-24,59.29 ,51070
2013-10-25,59.0  ,62140
2013-10-28,57.24 ,83610
2013-10-29,57.18 ,42350
2013-10-30,56.0  ,47210
2013-10-31,57.11 ,60920
2013-11-01,57.07 ,75350
2013-11-05,57.14 ,44990
2013-11-06,57.1  ,64390
2013-11-07,58.19 ,55810
2013-11-08,59.01 ,98860
2013-11-11,60.0  ,870
2013-11-12,59.0  ,51520
2013-11-13,55.5  ,22190
2013-11-14,57.05 ,5910
2013-11-15,57.65 ,5120
2013-11-18,58.17 ,5240
2013-11-19,57.35 ,12900
2013-11-20,58.6  ,20900
2013-11-21,56.49 ,33490
2013-11-22,56.0  ,73950
2013-11-25,56.8  ,95390
2013-11-26,55.31 ,86220
2013-11-27,55.0  ,69430
2013-11-28,54.21 ,28260
2013-11-29,54.79 ,5100
2013-12-02,54.0  ,1570
2013-12-03,52.49 ,55210
2013-12-04,49.8  ,81470
2013-12-05,52.85 ,138740
2013-12-06,52.74 ,5380
2013-12-09,51.75 ,51560
2013-12-10,53.09 ,37060
2013-12-11,54.85 ,50250
2013-12-12,52.55 ,35630
2013-12-13,54.02 ,9950
2013-12-16,55.53 ,67210
2013-12-17,58.0  ,61930
2013-12-18,59.0  ,45010
2013-12-19,57.0  ,21830
2013-12-20,56.0  ,46330
2013-12-23,57.3  ,40630
2013-12-24,55.8  ,34190
2013-12-25,55.0  ,13450
2013-12-26,56.0  ,13770
2013-12-27,55.02 ,12720
2013-12-30,55.01 ,15770
2014-01-06,56.39 ,13730
2014-01-08,55.8  ,15030
2014-01-09,55.08 ,5680
2014-01-10,55.7  ,9320
2014-01-13,54.87 ,6100
2014-01-14,56.75 ,11880
2014-01-15,57.7  ,13850
2014-01-16,56.55 ,7440
2014-01-17,57.68 ,5070
2014-01-20,57.5  ,5160
2014-01-21,60.01 ,10340
2014-01-22,59.58 ,5200
2014-01-23,62.3  ,6920
2014-01-24,59.95 ,8390
2014-01-27,60.01 ,17050
2014-01-28,61.33 ,10830
2014-01-29,64.55 ,43330
2014-01-30,66.0  ,46770
2014-01-31,65.5  ,46340
2014-02-03,62.61 ,18610
2014-02-04,64.0  ,11230
2014-02-05,64.95 ,5100
2014-02-06,65.0  ,88840
2014-02-07,64.5  ,20010
2014-02-10,64.39 ,6620
2014-02-11,65.74 ,5160
2014-02-12,66.75 ,21800
2014-02-13,66.27 ,50120
2014-02-14,66.74 ,5960
2014-02-17,69.0  ,23750
2014-02-18,67.15 ,24550
2014-02-19,63.91 ,128600
2014-02-20,65.1  ,31110
2014-02-21,66.1  ,37180
2014-02-24,66.5  ,45260
2014-02-25,68.5  ,32800
2014-02-26,67.99 ,57270
2014-02-27,68.1  ,168910
2014-02-28,67.82 ,8930
2014-03-03,64.05 ,39030
2014-03-04,66.97 ,14170
2014-03-05,68.68 ,11140
2014-03-06,70.0  ,16080
2014-03-07,68.35 ,80100
2014-03-11,68.0  ,7380
2014-03-12,67.5  ,55950
2014-03-13,68.39 ,160350
2014-03-14,64.0  ,15110
2014-03-17,68.1  ,5930
2014-03-18,72.9  ,6860
2014-03-19,67.92 ,15490
2014-03-20,68.99 ,18660
2014-03-21,71.0  ,19170
